Order_ID,Store_ID,Store_Location,Product_Category,Product_Name,Unit_Price,Quantity,Order_Date,Total_Sales,Customer_Type
104958,WMT_9,Arizona,Pharmacy,Cough Syrup,294,1,2021-04-03,294,Regular
135333,WMT_3,Texas,Groceries,Milk,106,2,2022-11-03,212,Regular
153590,WMT_8,Colorado,Groceries,Vegetables,179,1,2023-10-13,179,Regular
150138,WMT_1,New York,Pharmacy,Antacid,612,1,2023-08-07,612,Member
148845,WMT_8,Colorado,Groceries,Vegetables,118,1,2023-07-13,118,Regular
109563,WMT_8,Colorado,Home Supplies,Broom,708,1,2021-06-29,708,Regular
154510,WMT_1,New York,Toys,Action Figure,677,1,2023-10-31,677,Member
151158,WMT_4,Florida,Home Supplies,Napkins,236,1,2023-08-27,236,Member
122494,WMT_3,Texas,Automotive,Spark Plug,2657,1,2022-03-06,2657,Regular
147744,WMT_4,Florida,Groceries,Eggs,52,2,2023-06-23,104,Member
146243,WMT_6,Washington,Clothing,Shorts,592,1,2023-05-25,592,Regular
118845,WMT_5,Illinois,Clothing,Shorts,1442,1,2021-12-27,1442,Regular
104030,WMT_4,Florida,Electronics,Camera,18401,1,2021-03-17,18401,Regular
123691,WMT_3,Texas,Beauty,Shampoo,1351,1,2022-03-29,1351,Regular
148635,WMT_8,Colorado,Groceries,Milk,111,1,2023-07-09,111,Member
115081,WMT_1,New York,Groceries,Vegetables,52,2,2021-10-13,104,Member
140743,WMT_10,Nevada,Stationery,Marker,48,1,2023-02-13,48,Regular
123110,WMT_4,Florida,Beauty,Moisturizer,948,1,2022-03-18,948,New
134954,WMT_3,Texas,Groceries,Bread,70,2,2022-10-27,140,Member
157664,WMT_10,Nevada,Stationery,Calculator,105,2,2023-12-28,210,New
126011,WMT_8,Colorado,Groceries,Rice,166,1,2022-05-10,166,Member
149114,WMT_9,Arizona,Stationery,Marker,302,1,2023-07-18,302,Member
122998,WMT_1,New York,Stationery,Pen,395,1,2022-03-16,395,Regular
112026,WMT_7,Georgia,Electronics,Smartphone,11092,1,2021-08-15,11092,Regular
146478,WMT_4,Florida,Beauty,Shampoo,464,1,2023-05-29,464,Regular
151626,WMT_5,Illinois,Pharmacy,Vitamins,131,1,2023-09-05,131,Regular
125716,WMT_2,California,Stationery,Pen,361,1,2022-05-05,361,Regular
152550,WMT_8,Colorado,Beauty,Lipstick,2913,1,2023-09-23,2913,Regular
114016,WMT_3,Texas,Groceries,Bread,122,2,2021-09-22,244,New
152418,WMT_5,Illinois,Stationery,Pen,101,1,2023-09-21,101,Member
102150,WMT_8,Colorado,Toys,Board Game,2947,1,2021-02-10,2947,Member
103615,WMT_4,Florida,Stationery,Notebook,53,2,2021-03-09,106,Member
138859,WMT_4,Florida,Clothing,Dress,1452,3,2023-01-09,4356,Regular
123013,WMT_4,Florida,Electronics,Headphones,19411,2,2022-03-16,38822,Regular
111760,WMT_2,California,Home Supplies,Soap,944,1,2021-08-11,944,Regular
101527,WMT_3,Texas,Groceries,Bread,44,1,2021-01-30,44,Regular
102375,WMT_8,Colorado,Home Supplies,Detergent,594,3,2021-02-14,1782,Regular
111445,WMT_2,California,Stationery,Stapler,384,2,2021-08-05,768,New
142604,WMT_5,Illinois,Groceries,Eggs,72,1,2023-03-20,72,Member
145333,WMT_10,Nevada,Groceries,Rice,181,1,2023-05-08,181,Regular
119832,WMT_6,Washington,Clothing,T-Shirt,633,1,2022-01-14,633,Regular
129197,WMT_2,California,Groceries,Vegetables,57,2,2022-07-09,114,Regular
135205,WMT_7,Georgia,Home Supplies,Toilet Paper,576,1,2022-10-31,576,Member
110038,WMT_3,Texas,Automotive,Spark Plug,3968,1,2021-07-09,3968,Regular
114590,WMT_2,California,Clothing,T-Shirt,1255,1,2021-10-03,1255,Member
104765,WMT_2,California,Stationery,Calculator,242,1,2021-03-31,242,Member
131578,WMT_4,Florida,Groceries,Vegetables,163,1,2022-08-24,163,Regular
141359,WMT_3,Texas,Groceries,Eggs,197,1,2023-02-25,197,Regular
110008,WMT_7,Georgia,Groceries,Milk,111,1,2021-07-08,111,Regular
110803,WMT_10,Nevada,Toys,Puzzle,2552,1,2021-07-23,2552,Regular
152344,WMT_9,Arizona,Groceries,Vegetables,100,1,2023-09-19,100,Regular
100227,WMT_2,California,Home Supplies,Soap,618,1,2021-01-05,618,Member
102475,WMT_7,Georgia,Stationery,Calculator,150,1,2021-02-16,150,Regular
142021,WMT_7,Georgia,Electronics,Camera,59549,1,2023-03-09,59549,Regular
105129,WMT_2,California,Groceries,Rice,142,1,2021-04-07,142,New
104771,WMT_4,Florida,Automotive,Air Freshener,1586,1,2021-03-31,1586,Regular
152842,WMT_8,Colorado,Groceries,Milk,76,1,2023-09-29,76,New
119429,WMT_6,Washington,Stationery,Pen,127,1,2022-01-07,127,Regular
135824,WMT_5,Illinois,Groceries,Eggs,94,1,2022-11-12,94,Regular
107902,WMT_2,California,Sports,Football,3936,1,2021-05-30,3936,Regular
132613,WMT_1,New York,Pharmacy,Bandage,731,1,2022-09-13,731,New
139249,WMT_9,Arizona,Toys,Doll,3334,1,2023-01-16,3334,Regular
133356,WMT_2,California,Clothing,Jeans,807,1,2022-09-27,807,Regular
111366,WMT_4,Florida,Pharmacy,Painkiller,273,1,2021-08-03,273,Member
143388,WMT_6,Washington,Groceries,Milk,78,1,2023-04-03,78,Regular
150059,WMT_7,Georgia,Clothing,T-Shirt,1469,1,2023-08-05,1469,Regular
146985,WMT_1,New York,Stationery,Calculator,368,1,2023-06-08,368,Member
116809,WMT_2,California,Electronics,Smartphone,79486,1,2021-11-17,79486,Member
154505,WMT_10,Nevada,Electronics,Laptop,74471,1,2023-10-30,74471,Member
139908,WMT_9,Arizona,Clothing,T-Shirt,531,1,2023-01-28,531,New
140227,WMT_10,Nevada,Sports,Yoga Mat,4869,1,2023-02-03,4869,Regular
132897,WMT_3,Texas,Clothing,Shorts,1995,1,2022-09-18,1995,Regular
134602,WMT_4,Florida,Clothing,Shorts,793,1,2022-10-21,793,Regular
103227,WMT_9,Arizona,Pharmacy,Bandage,170,2,2021-03-02,340,Regular
135131,WMT_3,Texas,Automotive,Wiper,7731,1,2022-10-30,7731,Regular
113582,WMT_5,Illinois,Clothing,T-Shirt,1915,2,2021-09-14,3830,New
114463,WMT_9,Arizona,Stationery,Calculator,314,2,2021-09-30,628,Regular
135751,WMT_10,Nevada,Stationery,Notebook,247,1,2022-11-10,247,Regular
144345,WMT_8,Colorado,Stationery,Pen,206,2,2023-04-21,412,New
124629,WMT_1,New York,Sports,Football,5880,2,2022-04-16,11760,Member
109133,WMT_8,Colorado,Toys,Lego Set,115,1,2021-06-21,115,Member
148338,WMT_3,Texas,Groceries,Bread,139,1,2023-07-04,139,Regular
116663,WMT_3,Texas,Clothing,Shorts,1231,1,2021-11-14,1231,Regular
106552,WMT_7,Georgia,Pharmacy,Vitamins,96,1,2021-05-04,96,Regular
130104,WMT_1,New York,Stationery,Marker,167,1,2022-07-27,167,New
151688,WMT_8,Colorado,Stationery,Pen,161,1,2023-09-06,161,Member
130583,WMT_5,Illinois,Groceries,Rice,162,1,2022-08-05,162,Member
141886,WMT_7,Georgia,Home Supplies,Napkins,871,1,2023-03-06,871,Regular
153961,WMT_4,Florida,Sports,Tennis Racket,4975,2,2023-10-20,9950,Member
151993,WMT_8,Colorado,Automotive,Spark Plug,4463,1,2023-09-12,4463,Regular
102346,WMT_4,Florida,Toys,Puzzle,3467,1,2021-02-14,3467,Regular
107657,WMT_4,Florida,Pharmacy,Antacid,438,2,2021-05-25,876,Regular
136758,WMT_5,Illinois,Sports,Football,12825,1,2022-11-29,12825,Member
118340,WMT_5,Illinois,Automotive,Air Freshener,2063,1,2021-12-17,2063,New
112996,WMT_8,Colorado,Clothing,Dress,1380,1,2021-09-03,1380,New
131300,WMT_2,California,Groceries,Vegetables,98,1,2022-08-19,98,Regular
125022,WMT_5,Illinois,Beauty,Face Cream,589,3,2022-04-22,1767,Regular
140694,WMT_9,Arizona,Stationery,Calculator,177,1,2023-02-12,177,Member
126669,WMT_5,Illinois,Groceries,Rice,47,1,2022-05-22,47,Regular
111884,WMT_4,Florida,Automotive,Battery,7102,1,2021-08-13,7102,Regular
129638,WMT_1,New York,Toys,Action Figure,1721,1,2022-07-18,1721,Member
139689,WMT_10,Nevada,Groceries,Eggs,70,2,2023-01-24,140,Regular
135346,WMT_6,Washington,Electronics,Headphones,24829,1,2022-11-03,24829,Regular
129683,WMT_8,Colorado,Pharmacy,Painkiller,188,1,2022-07-18,188,New
134331,WMT_9,Arizona,Groceries,Rice,27,1,2022-10-15,27,New
136910,WMT_4,Florida,Beauty,Moisturizer,1551,1,2022-12-02,1551,Regular
134917,WMT_7,Georgia,Groceries,Eggs,104,1,2022-10-26,104,Regular
125968,WMT_8,Colorado,Home Supplies,Broom,764,1,2022-05-09,764,Regular
126274,WMT_3,Texas,Sports,Bicycle,11210,1,2022-05-15,11210,Regular
118366,WMT_1,New York,Beauty,Moisturizer,1515,2,2021-12-18,3030,Member
138330,WMT_5,Illinois,Clothing,Dress,1881,2,2022-12-30,3762,New
102276,WMT_3,Texas,Stationery,Pen,252,1,2021-02-13,252,New
103283,WMT_9,Arizona,Groceries,Eggs,102,1,2021-03-03,102,Regular
127060,WMT_10,Nevada,Toys,Doll,729,1,2022-05-29,729,Member
136754,WMT_4,Florida,Automotive,Battery,4351,1,2022-11-29,4351,Member
141200,WMT_8,Colorado,Groceries,Bread,82,1,2023-02-22,82,Regular
124375,WMT_1,New York,Sports,Tennis Racket,12105,2,2022-04-11,24210,New
123474,WMT_3,Texas,Beauty,Face Cream,2640,2,2022-03-25,5280,Regular
122893,WMT_10,Nevada,Stationery,Stapler,187,2,2022-03-13,374,Regular
146846,WMT_3,Texas,Electronics,Smartphone,30331,1,2023-06-05,30331,Member
100751,WMT_5,Illinois,Stationery,Calculator,299,1,2021-01-15,299,Regular
140382,WMT_10,Nevada,Stationery,Stapler,146,2,2023-02-06,292,New
116786,WMT_7,Georgia,Groceries,Bread,61,1,2021-11-16,61,Member
147713,WMT_8,Colorado,Automotive,Air Freshener,398,3,2023-06-22,1194,Regular
148006,WMT_1,New York,Sports,Bicycle,6454,1,2023-06-28,6454,Regular
157350,WMT_8,Colorado,Stationery,Notebook,301,1,2023-12-22,301,Member
100312,WMT_9,Arizona,Groceries,Vegetables,151,2,2021-01-06,302,Regular
124922,WMT_2,California,Groceries,Bread,76,1,2022-04-21,76,Member
127876,WMT_4,Florida,Automotive,Wiper,3853,1,2022-06-13,3853,Regular
120693,WMT_5,Illinois,Groceries,Eggs,170,1,2022-01-31,170,New
111732,WMT_5,Illinois,Electronics,Smartphone,78703,1,2021-08-10,78703,Regular
138993,WMT_6,Washington,Stationery,Stapler,119,1,2023-01-12,119,Member
104666,WMT_5,Illinois,Groceries,Vegetables,94,1,2021-03-29,94,Regular
141388,WMT_8,Colorado,Stationery,Marker,346,1,2023-02-25,346,Regular
139970,WMT_8,Colorado,Sports,Dumbbells,1880,1,2023-01-29,1880,Member
143328,WMT_3,Texas,Toys,Board Game,1434,1,2023-04-02,1434,Member
154199,WMT_1,New York,Home Supplies,Detergent,258,1,2023-10-25,258,Regular
106866,WMT_5,Illinois,Home Supplies,Soap,390,3,2021-05-10,1170,New
137110,WMT_4,Florida,Sports,Football,13318,1,2022-12-06,13318,Member
142394,WMT_5,Illinois,Stationery,Calculator,170,1,2023-03-16,170,Regular
112125,WMT_4,Florida,Electronics,LED TV,14849,1,2021-08-17,14849,Regular
127239,WMT_1,New York,Clothing,Jacket,539,1,2022-06-02,539,Regular
105054,WMT_7,Georgia,Home Supplies,Toilet Paper,649,1,2021-04-05,649,Regular
131583,WMT_5,Illinois,Pharmacy,Antacid,217,1,2022-08-24,217,New
114418,WMT_1,New York,Home Supplies,Toilet Paper,239,1,2021-09-30,239,Regular
110429,WMT_9,Arizona,Home Supplies,Napkins,462,1,2021-07-16,462,New
107600,WMT_4,Florida,Stationery,Stapler,182,2,2021-05-24,364,Regular
150167,WMT_9,Arizona,Stationery,Pen,383,1,2023-08-07,383,Regular
143429,WMT_4,Florida,Groceries,Milk,197,1,2023-04-04,197,New
120384,WMT_4,Florida,Beauty,Lipstick,1778,2,2022-01-25,3556,Member
118844,WMT_5,Illinois,Automotive,Battery,6140,1,2021-12-27,6140,New
155791,WMT_1,New York,Sports,Bicycle,2519,1,2023-11-24,2519,Regular
133595,WMT_7,Georgia,Home Supplies,Soap,519,1,2022-10-01,519,Regular
106402,WMT_9,Arizona,Electronics,Smartphone,23846,1,2021-05-01,23846,Regular
118398,WMT_7,Georgia,Home Supplies,Toilet Paper,549,3,2021-12-18,1647,New
104594,WMT_2,California,Home Supplies,Napkins,338,1,2021-03-28,338,Member
142746,WMT_1,New York,Clothing,T-Shirt,1667,1,2023-03-23,1667,Member
130755,WMT_4,Florida,Automotive,Air Freshener,4582,2,2022-08-08,9164,Regular
144915,WMT_10,Nevada,Home Supplies,Toilet Paper,646,1,2023-05-01,646,Regular
105757,WMT_1,New York,Clothing,Dress,447,1,2021-04-19,447,New
112407,WMT_9,Arizona,Pharmacy,Cough Syrup,261,1,2021-08-22,261,Regular
120006,WMT_7,Georgia,Pharmacy,Cough Syrup,436,2,2022-01-17,872,New
132716,WMT_1,New York,Groceries,Vegetables,74,1,2022-09-15,74,Regular
103351,WMT_1,New York,Toys,Lego Set,2465,1,2021-03-05,2465,Regular
146201,WMT_7,Georgia,Toys,Board Game,1266,1,2023-05-24,1266,Regular
138703,WMT_8,Colorado,Beauty,Face Cream,1043,2,2023-01-06,2086,Regular
140178,WMT_10,Nevada,Beauty,Lipstick,1642,1,2023-02-02,1642,Member
100439,WMT_5,Illinois,Clothing,Dress,1415,1,2021-01-09,1415,Regular
112705,WMT_10,Nevada,Sports,Football,13593,1,2021-08-28,13593,Regular
157157,WMT_2,California,Groceries,Bread,82,1,2023-12-19,82,Regular
105469,WMT_1,New York,Pharmacy,Antacid,240,1,2021-04-14,240,Regular
106741,WMT_3,Texas,Groceries,Milk,127,1,2021-05-08,127,Regular
136526,WMT_8,Colorado,Automotive,Air Freshener,7889,1,2022-11-25,7889,Member
142671,WMT_9,Arizona,Home Supplies,Napkins,562,2,2023-03-21,1124,Regular
113596,WMT_7,Georgia,Groceries,Bread,112,1,2021-09-14,112,Regular
105685,WMT_9,Arizona,Stationery,Marker,146,1,2021-04-17,146,Regular
132520,WMT_6,Washington,Home Supplies,Napkins,976,1,2022-09-11,976,Member
149072,WMT_10,Nevada,Groceries,Eggs,79,1,2023-07-17,79,Regular
138140,WMT_9,Arizona,Automotive,Air Freshener,4228,2,2022-12-26,8456,Member
144914,WMT_10,Nevada,Clothing,T-Shirt,1508,1,2023-05-01,1508,Regular
138705,WMT_9,Arizona,Groceries,Bread,133,1,2023-01-06,133,Regular
115395,WMT_2,California,Sports,Tennis Racket,7054,1,2021-10-19,7054,Member
109995,WMT_5,Illinois,Stationery,Calculator,308,1,2021-07-08,308,Member
137065,WMT_4,Florida,Home Supplies,Soap,236,1,2022-12-05,236,Regular
143011,WMT_8,Colorado,Clothing,T-Shirt,1041,1,2023-03-27,1041,Regular
119342,WMT_2,California,Beauty,Perfume,1746,1,2022-01-06,1746,Regular
138284,WMT_9,Arizona,Pharmacy,Painkiller,670,1,2022-12-29,670,Member
128826,WMT_10,Nevada,Clothing,Shorts,943,1,2022-07-01,943,Regular
151638,WMT_8,Colorado,Groceries,Vegetables,123,2,2023-09-05,246,Member
106650,WMT_9,Arizona,Toys,Action Figure,2070,1,2021-05-06,2070,Member
114783,WMT_2,California,Pharmacy,Painkiller,587,2,2021-10-07,1174,Member
154252,WMT_1,New York,Electronics,Camera,37991,1,2023-10-26,37991,Regular
148585,WMT_2,California,Pharmacy,Cough Syrup,90,1,2023-07-09,90,Member
135505,WMT_5,Illinois,Clothing,T-Shirt,1238,1,2022-11-06,1238,Regular
113361,WMT_6,Washington,Home Supplies,Napkins,864,1,2021-09-10,864,Regular
133727,WMT_2,California,Toys,Board Game,1906,1,2022-10-04,1906,Regular
148550,WMT_4,Florida,Sports,Yoga Mat,11650,1,2023-07-08,11650,New
157517,WMT_8,Colorado,Home Supplies,Toilet Paper,491,1,2023-12-25,491,New
111249,WMT_2,California,Clothing,Jeans,814,1,2021-08-01,814,Regular
140533,WMT_2,California,Pharmacy,Antacid,713,1,2023-02-10,713,New
122794,WMT_6,Washington,Clothing,Jeans,615,1,2022-03-12,615,Regular
110710,WMT_4,Florida,Stationery,Calculator,38,1,2021-07-22,38,Regular
144602,WMT_7,Georgia,Automotive,Spark Plug,306,1,2023-04-26,306,Regular
118428,WMT_3,Texas,Groceries,Bread,121,1,2021-12-19,121,Member
108575,WMT_3,Texas,Beauty,Shampoo,2486,1,2021-06-11,2486,Member
156595,WMT_5,Illinois,Electronics,Smartphone,76313,1,2023-12-08,76313,Member
145623,WMT_10,Nevada,Groceries,Milk,67,2,2023-05-13,134,Regular
118174,WMT_1,New York,Pharmacy,Painkiller,202,1,2021-12-14,202,Regular
115790,WMT_1,New York,Clothing,T-Shirt,236,1,2021-10-27,236,Regular
150168,WMT_9,Arizona,Home Supplies,Napkins,815,1,2023-08-07,815,Regular
149908,WMT_9,Arizona,Clothing,Dress,1549,2,2023-08-02,3098,Regular
129545,WMT_5,Illinois,Pharmacy,Antacid,521,1,2022-07-16,521,Regular
130881,WMT_1,New York,Stationery,Calculator,133,1,2022-08-11,133,Member
154284,WMT_7,Georgia,Electronics,Laptop,12205,1,2023-10-26,12205,Regular
152273,WMT_10,Nevada,Electronics,LED TV,41362,1,2023-09-17,41362,Member
106223,WMT_2,California,Clothing,Jacket,1215,1,2021-04-28,1215,Regular
113183,WMT_1,New York,Home Supplies,Toilet Paper,787,1,2021-09-07,787,Member
127125,WMT_10,Nevada,Groceries,Vegetables,76,1,2022-05-30,76,Regular
131345,WMT_1,New York,Groceries,Bread,33,1,2022-08-20,33,Member
130229,WMT_4,Florida,Automotive,Air Freshener,3286,1,2022-07-29,3286,Member
120724,WMT_1,New York,Clothing,T-Shirt,904,1,2022-02-01,904,Regular
148181,WMT_6,Washington,Groceries,Milk,185,1,2023-07-01,185,Regular
145253,WMT_7,Georgia,Sports,Tennis Racket,6524,1,2023-05-07,6524,Member
108102,WMT_7,Georgia,Stationery,Stapler,110,3,2021-06-02,330,Regular
102755,WMT_1,New York,Clothing,Jeans,880,2,2021-02-22,1760,Regular
114741,WMT_1,New York,Beauty,Face Cream,276,2,2021-10-06,552,Regular
102618,WMT_7,Georgia,Clothing,Shorts,726,1,2021-02-19,726,Member
128633,WMT_2,California,Groceries,Vegetables,88,1,2022-06-28,88,Member
142741,WMT_10,Nevada,Home Supplies,Toilet Paper,989,1,2023-03-22,989,Member
132101,WMT_9,Arizona,Automotive,Air Freshener,7846,1,2022-09-03,7846,Regular
133861,WMT_9,Arizona,Stationery,Calculator,380,1,2022-10-06,380,Regular
101764,WMT_9,Arizona,Sports,Football,4923,3,2021-02-03,14769,Regular
141903,WMT_10,Nevada,Toys,Lego Set,3196,1,2023-03-06,3196,Regular
135501,WMT_4,Florida,Toys,Doll,1931,1,2022-11-06,1931,New
101657,WMT_5,Illinois,Automotive,Battery,527,1,2021-02-01,527,Regular
108203,WMT_7,Georgia,Toys,Puzzle,419,2,2021-06-04,838,New
102278,WMT_3,Texas,Beauty,Perfume,1795,1,2021-02-13,1795,Regular
128939,WMT_3,Texas,Clothing,Shorts,1440,1,2022-07-04,1440,Member
131344,WMT_1,New York,Clothing,Jeans,1871,2,2022-08-20,3742,Regular
116399,WMT_7,Georgia,Groceries,Milk,187,2,2021-11-08,374,Member
107748,WMT_3,Texas,Home Supplies,Toilet Paper,232,1,2021-05-27,232,Regular
122518,WMT_7,Georgia,Home Supplies,Napkins,388,2,2022-03-06,776,New
155490,WMT_5,Illinois,Sports,Bicycle,13836,1,2023-11-18,13836,Member
117281,WMT_2,California,Home Supplies,Broom,318,1,2021-11-27,318,Regular
151017,WMT_1,New York,Stationery,Pen,97,2,2023-08-25,194,Member
157162,WMT_3,Texas,Clothing,Shorts,907,1,2023-12-19,907,Regular
106147,WMT_8,Colorado,Toys,Board Game,1435,1,2021-04-26,1435,Regular
151044,WMT_8,Colorado,Groceries,Vegetables,36,2,2023-08-25,72,Regular
141591,WMT_5,Illinois,Stationery,Stapler,349,1,2023-03-01,349,Regular
103064,WMT_8,Colorado,Groceries,Rice,142,1,2021-02-27,142,Regular
132942,WMT_1,New York,Groceries,Milk,181,1,2022-09-19,181,Regular
141872,WMT_3,Texas,Groceries,Eggs,167,1,2023-03-06,167,Regular
146710,WMT_7,Georgia,Pharmacy,Vitamins,635,1,2023-06-02,635,Regular
145193,WMT_8,Colorado,Groceries,Vegetables,130,2,2023-05-06,260,Regular
134516,WMT_5,Illinois,Groceries,Vegetables,199,2,2022-10-19,398,Regular
118237,WMT_2,California,Stationery,Stapler,198,1,2021-12-15,198,New
123972,WMT_8,Colorado,Stationery,Pen,154,1,2022-04-03,154,New
139159,WMT_4,Florida,Electronics,Camera,71121,2,2023-01-15,142242,Member
135046,WMT_1,New York,Automotive,Wiper,6721,1,2022-10-29,6721,Regular
127160,WMT_6,Washington,Stationery,Calculator,198,1,2022-05-31,198,Member
141705,WMT_8,Colorado,Clothing,T-Shirt,869,1,2023-03-03,869,Regular
114066,WMT_1,New York,Home Supplies,Detergent,149,1,2021-09-23,149,Regular
114807,WMT_8,Colorado,Automotive,Car Oil,5979,1,2021-10-07,5979,Regular
136100,WMT_8,Colorado,Groceries,Bread,90,1,2022-11-17,90,Member
111612,WMT_1,New York,Home Supplies,Toilet Paper,540,1,2021-08-08,540,Regular
147662,WMT_8,Colorado,Beauty,Perfume,525,2,2023-06-21,1050,New
100181,WMT_3,Texas,Pharmacy,Antacid,140,1,2021-01-04,140,Regular
148942,WMT_6,Washington,Sports,Tennis Racket,14171,1,2023-07-15,14171,Regular
136963,WMT_5,Illinois,Sports,Yoga Mat,4670,1,2022-12-03,4670,Regular
110036,WMT_2,California,Home Supplies,Soap,213,1,2021-07-09,213,Regular
110424,WMT_8,Colorado,Toys,Puzzle,527,1,2021-07-16,527,Regular
147042,WMT_3,Texas,Groceries,Bread,165,1,2023-06-09,165,Regular
153699,WMT_6,Washington,Stationery,Marker,227,1,2023-10-15,227,Regular
108091,WMT_5,Illinois,Clothing,T-Shirt,722,1,2021-06-02,722,Member
126542,WMT_5,Illinois,Clothing,Jeans,1525,1,2022-05-20,1525,Regular
140620,WMT_7,Georgia,Sports,Yoga Mat,8876,1,2023-02-11,8876,Regular
140281,WMT_9,Arizona,Pharmacy,Bandage,209,1,2023-02-04,209,Regular
149719,WMT_4,Florida,Automotive,Battery,7405,3,2023-07-30,22215,Regular
100014,WMT_4,Florida,Beauty,Shampoo,422,1,2021-01-01,422,Member
154389,WMT_7,Georgia,Groceries,Milk,38,2,2023-10-28,76,Regular
134233,WMT_8,Colorado,Toys,Lego Set,3635,1,2022-10-13,3635,Regular
136556,WMT_3,Texas,Electronics,LED TV,73352,1,2022-11-26,73352,Regular
108495,WMT_9,Arizona,Groceries,Vegetables,24,1,2021-06-09,24,Member
136150,WMT_8,Colorado,Electronics,LED TV,12395,1,2022-11-18,12395,Regular
114875,WMT_2,California,Pharmacy,Bandage,762,3,2021-10-09,2286,Regular
142820,WMT_4,Florida,Electronics,LED TV,61505,1,2023-03-24,61505,Regular
113311,WMT_6,Washington,Groceries,Milk,40,1,2021-09-09,40,Regular
130814,WMT_7,Georgia,Pharmacy,Cough Syrup,586,1,2022-08-09,586,Member
154318,WMT_4,Florida,Pharmacy,Cough Syrup,263,1,2023-10-27,263,Regular
149143,WMT_5,Illinois,Clothing,Jacket,1673,1,2023-07-19,1673,Regular
155866,WMT_4,Florida,Stationery,Stapler,153,1,2023-11-25,153,Regular
119673,WMT_7,Georgia,Groceries,Eggs,176,1,2022-01-11,176,Regular
104497,WMT_4,Florida,Electronics,LED TV,73041,1,2021-03-26,73041,Member
105461,WMT_9,Arizona,Groceries,Rice,77,1,2021-04-13,77,Regular
147004,WMT_4,Florida,Stationery,Notebook,213,1,2023-06-08,213,Regular
151858,WMT_3,Texas,Automotive,Spark Plug,2054,1,2023-09-10,2054,Member
123623,WMT_9,Arizona,Groceries,Vegetables,109,1,2022-03-27,109,Member
115947,WMT_7,Georgia,Electronics,Camera,61704,2,2021-10-30,123408,Regular
131437,WMT_6,Washington,Home Supplies,Toilet Paper,627,1,2022-08-21,627,Regular
142888,WMT_4,Florida,Electronics,Smartphone,74548,1,2023-03-25,74548,Regular
122368,WMT_9,Arizona,Groceries,Bread,93,1,2022-03-03,93,Member
129495,WMT_5,Illinois,Groceries,Vegetables,43,1,2022-07-15,43,Regular
151895,WMT_10,Nevada,Sports,Bicycle,12463,1,2023-09-10,12463,Regular
114046,WMT_8,Colorado,Stationery,Marker,397,1,2021-09-22,397,Regular
147475,WMT_2,California,Pharmacy,Bandage,481,1,2023-06-18,481,Regular
139229,WMT_5,Illinois,Stationery,Calculator,52,1,2023-01-16,52,Regular
144645,WMT_5,Illinois,Clothing,Jeans,697,1,2023-04-27,697,Regular
149138,WMT_4,Florida,Electronics,Smartphone,67060,1,2023-07-19,67060,Regular
139489,WMT_1,New York,Stationery,Stapler,133,1,2023-01-21,133,Member
110330,WMT_9,Arizona,Pharmacy,Painkiller,664,1,2021-07-14,664,Regular
136138,WMT_5,Illinois,Home Supplies,Toilet Paper,641,3,2022-11-18,1923,New
124992,WMT_2,California,Groceries,Eggs,176,1,2022-04-22,176,Member
103684,WMT_1,New York,Pharmacy,Antacid,406,1,2021-03-11,406,New
139337,WMT_7,Georgia,Toys,Action Figure,1226,1,2023-01-18,1226,Regular
147028,WMT_10,Nevada,Pharmacy,Bandage,573,1,2023-06-08,573,Member
134180,WMT_7,Georgia,Groceries,Vegetables,66,3,2022-10-12,198,Regular
139001,WMT_7,Georgia,Toys,Board Game,1011,1,2023-01-12,1011,Regular
156649,WMT_5,Illinois,Automotive,Car Oil,436,1,2023-12-09,436,Regular
142938,WMT_2,California,Pharmacy,Vitamins,503,1,2023-03-26,503,Regular
109277,WMT_8,Colorado,Home Supplies,Broom,576,1,2021-06-24,576,Regular
129612,WMT_7,Georgia,Home Supplies,Detergent,203,1,2022-07-17,203,New
155424,WMT_1,New York,Groceries,Eggs,26,1,2023-11-17,26,Regular
146890,WMT_2,California,Groceries,Rice,198,1,2023-06-06,198,New
145083,WMT_9,Arizona,Toys,Action Figure,3594,1,2023-05-04,3594,New
154552,WMT_9,Arizona,Stationery,Marker,365,1,2023-10-31,365,Regular
113042,WMT_6,Washington,Sports,Yoga Mat,7356,1,2021-09-04,7356,Regular
136275,WMT_10,Nevada,Groceries,Bread,97,1,2022-11-20,97,Regular
114454,WMT_7,Georgia,Stationery,Notebook,309,1,2021-09-30,309,Regular
150978,WMT_4,Florida,Automotive,Spark Plug,4316,1,2023-08-24,4316,Regular
107370,WMT_1,New York,Home Supplies,Napkins,686,1,2021-05-20,686,Regular
114372,WMT_2,California,Pharmacy,Painkiller,53,2,2021-09-29,106,Regular
143329,WMT_3,Texas,Toys,Lego Set,1092,3,2023-04-02,3276,Regular
105642,WMT_2,California,Clothing,Dress,962,1,2021-04-17,962,Regular
112297,WMT_1,New York,Groceries,Rice,34,1,2021-08-21,34,Regular
152041,WMT_8,Colorado,Groceries,Eggs,131,1,2023-09-13,131,Member
150208,WMT_10,Nevada,Stationery,Calculator,294,1,2023-08-08,294,Regular
122009,WMT_1,New York,Clothing,Jacket,1573,1,2022-02-25,1573,Member
119989,WMT_4,Florida,Stationery,Notebook,125,1,2022-01-17,125,Member
157509,WMT_6,Washington,Stationery,Notebook,240,1,2023-12-25,240,Regular
